time,interval
0.0,1.033
1.033,1.077
2.11,1.033
3.143,1.067
4.21,1.063
5.273,1.073
6.347,1.093
7.44,1.027
8.467,1.047
9.513,1.06
10.573,1.05
11.623,1.087
12.71,1.107
13.817,0.987
14.803,0.987
15.79,1.027
16.817,1.04
17.857,1.037
18.893,1.03
19.923,1.027
20.95,1.053
22.003,1.037
23.04,1.01
24.05,1.023
25.073,1.023
26.097,1.017
27.113,1.013
28.127,0.997
29.123,0.997
30.12,1.0
31.12,1.037
32.157,1.053
33.21,1.017
34.227,0.973
35.2,1.007
36.207,1.007
37.213,1.04
38.253,1.027
39.28,1.007
40.287,1.057
41.343,1.007
42.35,1.01
43.36,0.993
44.353,1.013
45.367,1.033
46.4,1.03
47.43,1.043
48.473,1.023
49.497,1.017
50.513,1.023
51.537,1.053
52.59,1.04
53.63,1.03
54.66,1.063
55.723,1.137
56.86,1.113
57.973,1.03
59.003,1.047
60.05,1.01
61.06,0.977
62.037,1.017
63.053,0.997
64.05,1.033
65.083,1.023
66.107,1.023
67.13,1.013
68.143,1.04
69.183,1.023
70.207,1.043
71.25,1.067
72.317,1.013
73.33,1.04
74.37,1.043
75.413,1.043
76.457,1.04
77.497,1.033
78.53,1.057
79.587,1.03
80.617,1.027
81.643,1.04
82.683,1.02
83.703,1.04
84.743,1.037
85.78,1.047
86.827,1.033
87.86,1.02
88.88,0.99
89.87,1.063
90.933,1.007
91.94,1.04
92.98,1.06
94.04,1.06
95.1,1.01
96.11,1.053
97.163,1.057
98.22,1.013
99.233,1.053
100.287,1.023
101.31,1.027
102.337,1.063
103.4,1.03
104.43,1.087
105.517,1.067
106.583,1.03
107.613,1.027
108.64,1.05
109.69,1.05
110.74,1.04
111.78,1.043
112.823,1.053
113.877,1.013
114.89,1.03
115.92,1.057
116.977,1.073
118.05,1.047
119.097,1.063
120.16,1.05
121.21,1.053
122.263,1.053
123.317,1.05
124.367,1.097
125.463,1.053
126.517,1.167
127.683,1.1
128.783,1.03
129.813,1.027
130.84,1.063
131.903,1.057
132.96,1.02
133.98,0.987
134.967,1.033
136.0,1.03
137.03,1.047
138.077,1.073
139.15,1.05
140.2,1.043
141.243,1.013
142.257,1.03
143.287,1.003
144.29,1.023
145.313,1.033
146.347,0.997
147.343,1.03
148.373,1.007
149.38,1.013
150.393,1.0
151.393,1.05
152.443,1.027
153.47,1.013
154.483,1.027
155.51,1.017
156.527,1.023
157.55,1.02
158.57,1.03
159.6,1.037
160.637,1.04
161.677,1.04
162.717,1.017
163.733,0.98
164.713,1.017
165.73,1.02
166.75,1.02
167.77,1.023
168.793,1.017
169.81,1.023
170.833,1.037
171.87,1.03
172.9,1.03
173.93,1.013
174.943,1.023
175.967,1.033
177.0,1.0
178.0,1.02
179.02,1.017
180.037,1.023
181.06,1.0
182.06,1.02
183.08,1.027
184.107,1.01
185.117,1.013
186.13,1.003
187.133,1.053
188.187,1.04
189.227,1.01
190.237,1.013
191.25,1.023
192.273,1.03
193.303,1.047
194.35,1.053
195.403,1.17
196.573,1.207
197.78,1.053
198.833,1.053
199.887,1.037
200.923,1.007
201.93,1.037
202.967,1.033
204.0,1.04
205.04,1.02
206.06,1.04
207.1,1.02
208.12,1.0
209.12,1.007
210.127,1.003
211.13,1.057
212.187,1.0
213.187,1.0
214.187,1.01
215.197,1.003
216.2,1.0
217.2,0.98
218.18,1.02
219.2,1.03
220.23,1.027
221.257,1.043
222.3,1.04
223.34,1.02
224.36,1.037
225.397,1.027
226.423,1.037
227.46,1.06
228.52,1.037
229.557,1.01
230.567,1.027
231.593,1.03
232.623,1.047
233.67,1.05
234.72,0.993
235.713,1.01
236.723,1.023
237.747,1.0
238.747,1.047
239.793,1.003
240.797,1.003
241.8,1.03
242.83,1.007
243.837,1.013
244.85,1.003
245.853,1.013
246.867,0.967
247.833,1.017
248.85,1.017
249.867,1.003
250.87,1.043
251.913,1.04
252.953,1.047
254.0,1.023
255.023,1.033
256.057,1.023
257.08,1.04
258.12,1.07
259.19,1.077
260.267,1.03
261.297,1.037
262.333,1.047
263.38,1.113
264.493,1.377
265.87,1.11
266.98,1.12
268.1,1.09
269.19,1.043
270.233,1.087
271.32,1.047
272.367,1.02
273.387,0.99
274.377,1.01
275.387,1.02
276.407,1.04
