time,interval
0.0,1.507
1.507,1.477
2.983,1.49
4.473,1.493
5.967,1.447
7.413,1.507
8.92,1.507
10.427,1.427
11.853,1.393
13.247,1.41
14.657,1.417
16.073,1.393
17.467,1.4
18.867,1.43
20.297,1.45
21.747,1.443
23.19,1.38
24.57,1.45
26.02,1.47
27.49,1.443
28.933,1.373
30.307,1.413
31.72,1.36
33.08,1.373
34.453,1.38
35.833,1.393
37.227,1.39
38.617,1.37
39.987,1.387
41.373,1.373
42.747,1.35
44.097,1.423
45.52,1.37
46.89,1.377
48.267,1.39
49.657,1.4
51.057,1.4
52.457,1.423
53.88,1.373
55.253,1.393
56.647,1.423
58.07,1.46
59.53,1.807
61.337,1.703
63.04,1.453
64.493,1.47
65.963,1.413
67.377,1.453
68.83,1.443
70.273,1.44
71.713,1.44
73.153,1.393
74.547,1.393
75.94,1.453
77.393,1.423
78.817,1.387
80.203,1.39
81.593,1.41
83.003,1.41
84.413,1.42
85.833,1.44
87.273,1.373
88.647,1.42
90.067,1.427
91.493,1.417
92.91,1.403
94.313,1.377
95.69,1.36
97.05,1.357
98.407,1.38
99.787,1.373
101.16,1.34
102.5,1.363
103.863,1.353
105.217,1.357
106.573,1.357
107.93,1.35
109.28,1.377
110.657,1.41
112.067,1.4
113.467,1.367
114.833,1.353
116.187,1.387
117.573,1.387
118.96,1.383
120.343,1.37
121.713,1.347
123.06,1.39
124.45,1.387
125.837,1.403
127.24,1.44
128.68,1.387
130.067,1.55
131.617,1.703
133.32,1.507
134.827,1.493
136.32,1.45
137.77,1.513
139.283,1.417
140.7,1.387
142.087,1.407
143.493,1.413
144.907,1.427
146.333,1.437
147.77,1.39
149.16,1.413
150.573,1.4
151.973,1.457
153.43,1.373
154.803,1.327
156.13,1.34
157.47,1.357
158.827,1.347
160.173,1.333
161.507,1.44
162.947,1.397
164.343,1.403
165.747,1.39
167.137,1.37
168.507,1.337
169.843,1.343
171.187,1.343
172.53,1.347
173.877,1.343
175.22,1.34
176.56,1.317
177.877,1.35
179.227,1.32
180.547,1.353
181.9,1.347
183.247,1.34
184.587,1.333
185.92,1.337
187.257,1.35
188.607,1.347
189.953,1.33
191.283,1.33
192.613,1.343
193.957,1.353
195.31,1.34
196.65,1.363
198.013,1.373
199.387,1.433
200.82,1.857
202.677,1.45
204.127,1.353
205.48,1.377
206.857,1.387
208.243,1.4
209.643,1.417
211.06,1.38
212.44,1.34
213.78,1.347
215.127,1.343
216.47,1.377
217.847,1.387
219.233,1.35
220.583,1.37
221.953,1.337
223.29,1.383
224.673,1.363
226.037,1.357
227.393,1.337
228.73,1.363
230.093,1.363
231.457,1.397
232.853,1.383
234.237,1.357
235.593,1.327
236.92,1.4
238.32,1.35
239.67,1.343
241.013,1.33
242.343,1.38
243.723,1.39
245.113,1.363
246.477,1.383
247.86,1.34
249.2,1.443
250.643,1.453
252.097,1.45
253.547,1.367
254.913,1.393
256.307,1.37
257.677,1.37
259.047,1.41
260.457,1.387
261.843,1.377
263.22,1.353
264.573,1.36
265.933,1.383
267.317,1.39
268.707,1.373
270.08,1.43
271.51,1.487
272.997,1.317
274.313,1.423
